Word,Documents
assembleia,"[(1, 2), (65, 1), (83, 1), (88, 4), (98, 2), (101, 1), (106, 2), (112, 1), (126, 1), (151, 1), (205, 1), (207, 3), (247, 1)]"
constituinte,"[(1, 2), (88, 3), (106, 1), (173, 1)]"
ulysses,"[(1, 2)]"
guimarães,"[(1, 2), (7, 2), (216, 1), (240, 1), (241, 1)]"
promulgação,"[(1, 1)]"
carta,"[(1, 1), (9, 3), (17, 2), (66, 1), (73, 1), (75, 5), (79, 2), (101, 2), (129, 1), (157, 1), (193, 1)]"
1988.,"[(1, 1), (115, 1)]"
celebração,"[(1, 1), (43, 1), (78, 1), (190, 2), (208, 3), (216, 1)]"
ruptura,"[(1, 1), (9, 1), (25, 1), (65, 1), (83, 1), (143, 1), (152, 1), (166, 1)]"
política,"[(1, 1), (7, 4), (8, 1), (15, 3), (19, 2), (20, 1), (23, 1), (24, 4), (25, 1), (29, 1), (32, 3), (33, 1), (34, 3), (37, 1), (47, 3), (50, 2), (63, 5), (66, 1), (69, 9), (77, 1), (78, 1), (83, 1), (84, 2), (86, 4), (87, 1), (88, 1), (89, 1), (90, 1), (92, 1), (95, 1), (99, 1), (101, 1), (102, 2), (103, 2), (105, 1), (107, 2), (108, 1), (109, 1), (113, 1), (115, 2), (119, 1), (121, 1), (124, 1), (129, 2), (132, 3), (133, 1), (138, 5), (140, 1), (144, 3), (146, 2), (148, 1), (150, 1), (152, 5), (154, 2), (158, 1), (161, 1), (163, 2), (165, 5), (166, 7), (168, 4), (171, 1), (173, 5), (189, 1), (193, 1), (198, 1), (199, 2), (201, 1), (204, 6), (205, 2), (207, 1), (210, 2), (215, 1), (216, 1), (217, 3), (218, 2), (221, 4), (222, 1), (223, 1), (224, 1), (225, 2), (235, 7), (236, 1), (238, 1), (247, 1), (248, 2)]"
deflagrada,"[(1, 1), (207, 1)]"
dizer,"[(1, 1), (3, 1), (6, 1), (9, 1), (11, 1), (13, 1), (25, 3), (30, 1), (34, 2), (41, 1), (63, 4), (69, 1), (80, 1), (83, 1), (84, 1), (89, 3), (95, 1), (102, 2), (109, 1), (119, 2), (122, 1), (127, 1), (143, 1), (154, 1), (156, 1), (157, 1), (158, 1), (159, 1), (165, 1), (166, 2), (172, 1), (177, 1), (184, 1), (187, 1), (189, 1), (199, 1), (202, 1), (205, 3), (206, 1), (208, 1), (211, 2), (214, 1), (216, 1), (218, 1), (221, 5), (222, 2), (223, 1), (238, 1), (247, 1), (249, 1)]"
golpistas,"[(1, 2)]"
agiram,"[(1, 1), (241, 1)]"
conforme,"[(1, 1), (6, 1), (7, 1), (23, 1), (29, 1), (70, 1), (107, 1), (129, 1), (143, 1), (193, 1), (202, 1), (219, 1), (225, 1), (235, 1), (240, 1), (249, 1)]"
anseios,"[(1, 1), (182, 1), (198, 1), (210, 1)]"
nação,"[(1, 1), (21, 2), (69, 1), (76, 1), (101, 1), (117, 1), (166, 2), (210, 1)]"
brasileira,"[(1, 1), (6, 1), (7, 1), (8, 2), (15, 1), (19, 1), (21, 3), (22, 1), (25, 3), (26, 2), (27, 1), (33, 1), (42, 3), (47, 1), (55, 1), (60, 1), (92, 1), (101, 1), (111, 1), (115, 4), (119, 1), (126, 1), (127, 2), (128, 1), (134, 1), (138, 4), (146, 1), (149, 1), (151, 2), (160, 1), (161, 2), (162, 1), (166, 4), (172, 1), (173, 1), (174, 1), (183, 1), (191, 1), (201, 3), (204, 1), (207, 1), (218, 1), (221, 1), (222, 1), (223, 1), (233, 2), (238, 1), (239, 2), (242, 2), (248, 1)]"
dura,"[(1, 1), (37, 1), (49, 1), (82, 2), (90, 1), (104, 1), (113, 1), (132, 1), (163, 1), (164, 1), (180, 1), (216, 1), (223, 1)]"
sentença,"[(1, 3), (103, 1), (106, 1), (113, 1), (169, 1), (191, 1)]"
diz,"[(1, 1), (4, 1), (6, 3), (7, 1), (12, 2), (13, 6), (14, 8), (17, 1), (19, 1), (21, 1), (22, 3), (25, 2), (29, 1), (30, 1), (31, 1), (36, 1), (37, 2), (41, 1), (43, 2), (45, 2), (49, 1), (57, 2), (58, 1), (60, 1), (61, 1), (69, 2), (75, 1), (79, 1), (83, 1), (84, 2), (89, 6), (93, 2), (95, 1), (96, 1), (99, 2), (100, 1), (101, 3), (102, 1), (108, 3), (109, 3), (110, 1), (114, 5), (115, 1), (117, 1), (119, 2), (122, 1), (123, 2), (124, 2), (125, 3), (129, 2), (130, 4), (133, 1), (135, 1), (137, 1), (138, 2), (140, 2), (143, 2), (144, 2), (159, 1), (161, 1), (166, 2), (172, 1), (175, 1), (176, 1), (178, 4), (180, 1), (181, 2), (183, 5), (190, 1), (194, 3), (195, 2), (197, 1), (198, 2), (199, 3), (201, 3), (202, 3), (205, 3), (206, 2), (208, 2), (214, 3), (216, 6), (217, 7), (222, 1), (223, 3), (224, 2), (226, 2), (229, 2), (230, 1), (232, 1), (236, 1), (238, 7), (239, 1), (240, 1), (241, 1), (242, 1), (248, 1), (249, 6)]"
mensagem,"[(1, 1), (6, 1), (12, 1), (14, 5), (18, 2), (64, 1), (65, 1), (69, 2), (83, 1), (86, 2), (93, 1), (107, 1), (120, 2), (145, 3), (202, 1), (208, 1), (214, 1), (218, 2), (221, 1), (228, 1), (229, 2)]"
contraria,"[(1, 1), (77, 1), (224, 1)]"
compromisso,"[(1, 1), (3, 1), (60, 1), (73, 1), (86, 1), (90, 1), (103, 1), (111, 1), (116, 1), (133, 1), (173, 1), (207, 1), (209, 1), (215, 2), (222, 1)]"
valores,"[(1, 1), (20, 1), (37, 2), (39, 2), (42, 1), (47, 1), (76, 3), (89, 1), (108, 1), (110, 1), (115, 1), (124, 1), (125, 1), (128, 1), (133, 1), (138, 1), (147, 1), (166, 1), (173, 1), (183, 1), (189, 1), (207, 7), (219, 1), (220, 3), (223, 1), (240, 1)]"
democráticos,"[(1, 1), (95, 1), (129, 1), (152, 1), (166, 1), (210, 2), (248, 1)]"
canalizado,"[(1, 1)]"
nacional,"[(1, 1), (9, 1), (18, 1), (19, 2), (22, 2), (25, 2), (49, 1), (50, 1), (55, 2), (60, 1), (61, 1), (65, 3), (66, 1), (76, 1), (77, 1), (81, 3), (83, 1), (84, 1), (86, 1), (88, 3), (89, 2), (92, 1), (96, 2), (98, 2), (99, 1), (102, 1), (105, 1), (106, 3), (108, 1), (115, 5), (125, 3), (139, 2), (143, 2), (146, 2), (147, 1), (148, 1), (150, 2), (155, 1), (165, 1), (166, 1), (168, 3), (171, 1), (175, 1), (184, 2), (188, 2), (193, 1), (197, 1), (201, 2), (205, 1), (216, 2), (217, 2), (218, 1), (219, 1), (220, 4), (221, 10), (225, 1), (229, 2), (233, 3), (235, 1), (238, 2), (242, 1), (247, 1), (248, 1), (249, 1)]"
cita,"[(1, 1), (16, 1), (32, 1), (47, 1), (63, 1), (66, 1), (102, 1), (123, 1), (138, 1), (144, 1), (216, 1)]"
trechos,"[(1, 1), (61, 3), (82, 1), (209, 1)]"
fala,"[(1, 1), (11, 1), (13, 2), (26, 1), (33, 7), (37, 1), (50, 1), (57, 1), (58, 1), (69, 1), (78, 1), (89, 1), (100, 1), (102, 1), (108, 1), (114, 1), (129, 1), (144, 1), (149, 1), (152, 1), (165, 1), (180, 2), (193, 1), (200, 1), (203, 2), (208, 1), (211, 3), (216, 1), (222, 2), (223, 1), (239, 1), (248, 1)]"
sociedade,"[(1, 1), (3, 1), (12, 1), (19, 1), (23, 2), (25, 8), (32, 2), (36, 1), (37, 1), (59, 1), (60, 1), (69, 1), (84, 1), (86, 1), (87, 1), (92, 1), (93, 1), (97, 1), (100, 1), (108, 3), (109, 1), (112, 1), (127, 1), (135, 1), (146, 1), (147, 1), (148, 1), (155, 3), (158, 2), (160, 1), (165, 1), (166, 1), (171, 2), (173, 3), (201, 1), (208, 2), (210, 1), (211, 1), (214, 2), (221, 1), (223, 2), (233, 2), (239, 1), (242, 1)]"
rubens,"[(1, 1), (7, 1)]"
paiva,"[(1, 1), (6, 2), (7, 1), (208, 1)]"
facínoras,"[(1, 1)]"
mataram,"[(1, 1), (138, 1), (165, 1), (166, 1), (184, 1), (241, 2)]"
disse,"[(1, 4), (4, 2), (5, 1), (6, 1), (8, 2), (10, 1), (11, 1), (13, 3), (17, 1), (19, 3), (24, 1), (25, 1), (26, 2), (28, 1), (37, 1), (39, 1), (40, 3), (41, 2), (42, 1), (45, 2), (49, 2), (55, 2), (58, 3), (63, 6), (64, 1), (69, 4), (70, 4), (73, 1), (75, 1), (77, 2), (79, 2), (80, 3), (82, 3), (93, 2), (94, 1), (95, 2), (96, 1), (97, 3), (98, 1), (102, 1), (103, 2), (106, 1), (111, 4), (112, 1), (113, 2), (114, 1), (115, 1), (117, 2), (118, 1), (119, 1), (122, 4), (124, 1), (136, 1), (151, 1), (158, 2), (160, 1), (164, 1), (166, 3), (172, 2), (173, 1), (193, 1), (195, 5), (196, 2), (197, 2), (198, 1), (205, 4), (208, 1), (209, 3), (212, 1), (213, 2), (214, 1), (215, 3), (217, 1), (218, 2), (220, 1), (222, 1), (223, 1), (225, 1), (226, 1), (228, 1), (230, 4), (232, 2), (233, 2), (235, 7), (237, 2), (238, 3), (240, 3), (241, 2), (242, 1), (246, 1), (247, 1), (249, 2)]"
emedebista,"[(1, 1), (206, 1)]"
referência,"[(1, 1), (10, 1), (18, 1), (22, 1), (63, 2), (65, 1), (75, 1), (80, 1), (95, 1), (101, 1), (109, 1), (110, 1), (143, 1), (187, 1), (189, 2), (206, 1), (215, 1), (225, 1), (240, 1), (248, 2)]"
porta-voz,"[(1, 1), (5, 1), (25, 1), (64, 1), (66, 1), (70, 1), (77, 1), (124, 1), (165, 1), (166, 2), (181, 1), (205, 2), (208, 2), (241, 1), (246, 1)]"
presidência,"[(1, 1), (19, 1), (22, 1), (25, 2), (27, 2), (47, 2), (63, 3), (86, 1), (88, 1), (95, 1), (100, 2), (103, 1), (105, 1), (115, 1), (131, 1), (151, 1), (162, 1), (165, 3), (174, 1), (205, 1), (207, 2), (208, 1), (242, 1), (247, 1)]"
comentou,"[(1, 1), (4, 1), (26, 1), (45, 1), (58, 1), (88, 1), (160, 1), (193, 2), (249, 1)]"
falar,"[(1, 2), (3, 1), (11, 1), (14, 4), (25, 1), (33, 8), (37, 4), (46, 1), (57, 1), (58, 1), (59, 1), (60, 1), (63, 1), (65, 2), (93, 1), (102, 2), (117, 1), (120, 1), (122, 3), (129, 1), (131, 1), (147, 1), (152, 1), (162, 1), (164, 1), (166, 1), (173, 1), (175, 1), (193, 1), (195, 2), (203, 1), (211, 1), (213, 1), (217, 3), (222, 2), (224, 1), (235, 1), (239, 1), (241, 1), (242, 1), (249, 2)]"
longo,"[(1, 1), (6, 1), (10, 1), (12, 1), (18, 1), (20, 1), (32, 1), (36, 1), (40, 1), (56, 1), (60, 5), (61, 1), (63, 1), (66, 1), (73, 1), (84, 1), (87, 1), (91, 1), (94, 1), (102, 1), (103, 2), (105, 1), (108, 2), (127, 1), (128, 1), (129, 2), (134, 1), (136, 1), (138, 1), (140, 1), (143, 2), (147, 2), (150, 2), (151, 1), (171, 2), (174, 1), (179, 1), (183, 1), (201, 1), (203, 1), (205, 1), (206, 1), (207, 2), (211, 1), (215, 1), (217, 2), (219, 1), (222, 1), (230, 2), (240, 1), (241, 1), (243, 1)]"
semana,"[(1, 2), (6, 1), (13, 1), (14, 1), (19, 1), (21, 1), (23, 1), (27, 1), (30, 1), (41, 1), (44, 1), (48, 1), (49, 1), (53, 1), (56, 2), (57, 1), (65, 4), (69, 3), (70, 1), (71, 1), (73, 1), (76, 1), (78, 1), (80, 3), (90, 1), (91, 1), (96, 1), (99, 1), (101, 1), (103, 3), (104, 2), (107, 1), (110, 1), (116, 1), (117, 1), (119, 1), (121, 1), (124, 1), (127, 1), (130, 1), (135, 1), (137, 1), (138, 1), (143, 1), (144, 2), (147, 1), (158, 2), (166, 2), (167, 1), (169, 1), (178, 1), (181, 1), (190, 1), (191, 2), (195, 1), (196, 3), (198, 1), (203, 1), (205, 3), (206, 2), (209, 1), (213, 1), (214, 2), (217, 1), (218, 1), (221, 1), (223, 1), (224, 1), (225, 2), (229, 1), (230, 2), (231, 1), (232, 3), (233, 1), (236, 1), (237, 1), (241, 1), (243, 1), (245, 1)]"
falamos,"[(1, 1), (14, 1), (63, 2), (109, 1), (141, 1), (151, 1), (159, 1), (195, 1)]"
nada,"[(1, 1), (4, 1), (6, 1), (14, 1), (18, 1), (25, 2), (29, 1), (31, 1), (41, 1), (43, 1), (57, 1), (58, 1), (63, 2), (66, 1), (69, 6), (70, 1), (75, 1), (83, 1), (84, 1), (87, 1), (92, 1), (102, 1), (110, 1), (111, 1), (121, 1), (125, 2), (129, 3), (133, 1), (135, 1), (146, 1), (147, 1), (150, 1), (152, 1), (162, 1), (164, 1), (166, 4), (180, 1), (181, 1), (182, 2), (187, 2), (189, 3), (191, 1), (195, 1), (197, 1), (205, 1), (207, 1), (213, 1), (223, 1), (230, 1), (239, 1), (243, 1), (247, 1), (249, 7)]"
comentar,"[(1, 2), (6, 1), (156, 1), (172, 1), (215, 1), (226, 1)]"
sexta,"[(1, 1), (14, 1), (40, 1), (45, 1), (64, 1), (67, 1), (138, 1), (139, 1), (214, 1), (232, 1)]"
segundo,"[(1, 1), (3, 1), (4, 2), (6, 2), (8, 1), (10, 1), (14, 2), (16, 3), (19, 1), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1), (27, 2), (28, 1), (32, 2), (36, 1), (37, 2), (38, 2), (41, 3), (42, 2), (47, 3), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 2), (57, 2), (59, 1), (61, 1), (64, 2), (65, 2), (66, 1), (68, 2), (70, 1), (71, 1), (73, 2), (74, 1), (75, 3), (76, 2), (77, 1), (80, 2), (82, 1), (84, 3), (86, 6), (88, 1), (89, 1), (90, 1), (95, 5), (96, 4), (99, 2), (100, 1), (102, 1), (103, 1), (105, 2), (107, 3), (108, 2), (110, 1), (112, 2), (113, 3), (116, 2), (118, 1), (124, 1), (125, 2), (126, 1), (127, 1), (130, 2), (131, 1), (132, 1), (133, 2), (136, 1), (137, 1), (138, 4), (139, 4), (141, 1), (142, 5), (143, 1), (144, 1), (145, 3), (146, 1), (150, 4), (151, 1), (160, 2), (162, 2), (165, 1), (170, 1), (173, 1), (174, 1), (175, 1), (177, 2), (179, 1), (181, 1), (184, 1), (185, 1), (187, 2), (191, 1), (195, 1), (196, 1), (197, 4), (206, 2), (207, 3), (209, 1), (211, 1), (217, 2), (221, 1), (223, 3), (226, 1), (227, 1), (229, 1), (232, 2), (233, 2), (234, 1), (235, 1), (237, 1), (239, 2), (240, 1), (241, 2), (242, 1), (243, 4), (244, 1), (245, 2), (246, 1), (249, 4)]"
informou,"[(1, 1), (19, 1), (55, 1), (65, 1), (70, 2), (73, 1), (100, 1), (115, 1), (128, 1), (134, 2), (139, 1), (142, 1), (143, 1), (207, 2), (212, 1), (226, 1), (241, 1), (246, 1), (247, 1), (249, 1)]"
ter,"[(1, 1), (4, 3), (5, 1), (6, 3), (7, 2), (11, 2), (12, 2), (14, 3), (15, 4), (16, 2), (18, 2), (19, 6), (22, 1), (23, 1), (27, 1), (29, 2), (30, 2), (31, 1), (32, 3), (34, 1), (36, 1), (39, 1), (41, 2), (43, 2), (46, 2), (47, 2), (55, 2), (57, 1), (58, 2), (59, 2), (60, 1), (61, 1), (63, 6), (64, 1), (65, 2), (66, 5), (67, 1), (68, 1), (69, 3), (71, 2), (73, 4), (74, 1), (75, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (86, 4), (88, 1), (91, 1), (92, 1), (96, 1), (99, 1), (101, 2), (102, 1), (103, 3), (104, 1), (105, 1), (108, 2), (110, 2), (112, 1), (114, 1), (115, 1), (123, 1), (124, 1), (125, 2), (129, 1), (130, 1), (131, 1), (133, 1), (137, 1), (138, 1), (140, 2), (141, 1), (144, 2), (145, 2), (147, 2), (149, 1), (150, 1), (151, 3), (152, 1), (154, 2), (155, 1), (158, 1), (160, 1), (161, 2), (162, 1), (163, 2), (164, 2), (166, 5), (172, 1), (174, 6), (177, 1), (178, 1), (179, 3), (181, 1), (182, 1), (184, 4), (191, 1), (192, 1), (194, 1), (195, 5), (197, 4), (198, 4), (201, 1), (202, 1), (204, 1), (205, 1), (206, 1), (208, 1), (210, 1), (212, 1), (213, 1), (214, 1), (216, 2), (217, 4), (218, 4), (220, 1), (221, 5), (223, 1), (224, 1), (225, 1), (227, 2), (229, 1), (230, 2), (233, 1), (234, 3), (235, 1), (237, 1), (238, 2), (239, 2), (240, 1), (241, 1), (242, 1), (244, 3), (248, 6), (249, 5)]"
recebido,"[(1, 1), (27, 1), (41, 1), (42, 1), (47, 1), (65, 1), (66, 1), (140, 1), (166, 1), (181, 1), (202, 1), (206, 1), (216, 1), (217, 1), (224, 1), (239, 1)]"
proíbe,"[(1, 1), (229, 1)]"
ainda,"[(1, 3), (3, 1), (6, 2), (7, 2), (8, 1), (10, 1), (11, 1), (13, 3), (14, 5), (15, 3), (17, 3), (18, 2), (19, 4), (22, 3), (23, 2), (25, 1), (26, 1), (29, 1), (30, 1), (31, 1), (32, 1), (36, 2), (37, 5), (38, 1), (40, 1), (42, 2), (46, 1), (47, 7), (50, 1), (52, 1), (55, 2), (58, 1), (59, 5), (61, 1), (63, 1), (64, 1), (65, 3), (66, 1), (68, 2), (69, 1), (70, 2), (72, 1), (73, 1), (74, 1), (75, 1), (76, 2), (78, 1), (79, 1), (81, 1), (82, 5), (83, 3), (84, 3), (86, 3), (91, 1), (92, 1), (94, 1), (95, 3), (97, 1), (108, 5), (109, 1), (110, 2), (112, 2), (113, 1), (114, 2), (115, 3), (121, 3), (123, 1), (124, 1), (125, 1), (126, 3), (127, 3), (128, 1), (131, 1), (132, 1), (133, 3), (135, 1), (138, 4), (140, 3), (143, 3), (144, 2), (147, 5), (148, 1), (149, 1), (150, 4), (151, 12), (152, 1), (153, 2), (156, 2), (157, 1), (158, 3), (159, 1), (160, 1), (161, 1), (162, 3), (164, 3), (165, 3), (166, 7), (167, 4), (169, 2), (171, 1), (172, 2), (173, 3), (174, 1), (176, 1), (180, 1), (183, 1), (186, 2), (189, 1), (194, 1), (195, 3), (196, 1), (198, 1), (199, 1), (201, 1), (202, 5), (203, 1), (204, 1), (205, 6), (206, 2), (207, 3), (208, 2), (209, 1), (210, 1), (211, 2), (212, 2), (213, 3), (215, 3), (217, 6), (218, 2), (220, 1), (222, 1), (223, 2), (224, 1), (225, 3), (226, 1), (228, 2), (229, 1), (230, 1), (231, 1), (232, 1), (233, 1), (234, 2), (235, 5), (236, 3), (237, 1), (238, 5), (239, 3), (240, 5), (241, 1), (242, 2), (244, 2), (245, 1), (249, 4)]"
publicação,"[(1, 1), (5, 1), (6, 1), (16, 1), (43, 1), (75, 1), (79, 6), (97, 1), (146, 1), (152, 1), (189, 1), (207, 1), (212, 1), (224, 1), (229, 1)]"
desta,"[(1, 1), (2, 1), (20, 2), (23, 4), (26, 1), (28, 1), (37, 1), (41, 2), (45, 1), (50, 1), (54, 1), (59, 1), (67, 1), (68, 1), (70, 1), (81, 1), (88, 1), (90, 3), (91, 1), (103, 1), (112, 1), (117, 1), (119, 1), (124, 1), (129, 1), (145, 1), (146, 1), (172, 1), (177, 1), (178, 1), (183, 1), (185, 1), (187, 1), (189, 1), (192, 1), (196, 1), (197, 1), (201, 1), (205, 1), (206, 1), (207, 1), (208, 1), (209, 1), (212, 5), (215, 1), (216, 2), (218, 2), (219, 1), (222, 2), (231, 1), (240, 1), (241, 1), (244, 1), (249, 1)]"
reportagem,"[(1, 1), (14, 1), (79, 1), (119, 1), (201, 1), (207, 1), (217, 1), (220, 1), (223, 3), (224, 1), (229, 1), (230, 4), (235, 1)]"
disponível,"[(1, 1), (55, 1), (80, 1), (86, 1), (119, 1), (205, 1), (211, 2)]"
sites,"[(1, 1), (152, 1), (185, 6)]"
marinha,"[(1, 1), (65, 1), (69, 1), (166, 1)]"
exército,"[(1, 1), (6, 3), (7, 6), (41, 1), (46, 2), (65, 5), (69, 1), (83, 1), (86, 1), (95, 1), (99, 3), (104, 4), (115, 4), (150, 2), (151, 1), (154, 1), (172, 1), (181, 1), (204, 1), (207, 1), (208, 1), (224, 1), (228, 1), (229, 7), (230, 2), (237, 1), (238, 3), (245, 1), (246, 1)]"
aeronáutica.a,"[(1, 1)]"
proibição,"[(1, 1), (90, 1), (106, 2), (143, 1), (161, 1)]"
legal,"[(1, 2), (7, 2), (22, 1), (117, 1), (124, 1), (125, 1), (150, 1), (151, 1), (161, 2), (207, 1), (223, 2)]"
traz,"[(1, 1), (63, 1), (69, 1), (72, 1), (125, 1), (176, 1), (183, 1), (199, 1), (201, 2), (217, 1)]"
tensão,"[(1, 1), (32, 1), (43, 1), (86, 1), (99, 1), (129, 1), (151, 1), (166, 1), (198, 1), (214, 2), (216, 4), (217, 1)]"
fim,"[(1, 1), (6, 1), (7, 1), (11, 1), (16, 2), (31, 1), (32, 1), (39, 1), (41, 2), (46, 1), (47, 1), (50, 1), (51, 1), (55, 2), (63, 2), (65, 2), (69, 1), (71, 1), (73, 1), (75, 1), (76, 1), (81, 1), (88, 2), (95, 2), (97, 1), (103, 2), (104, 1), (111, 1), (115, 1), (124, 1), (134, 1), (137, 2), (138, 3), (139, 1), (140, 1), (149, 1), (150, 1), (151, 2), (158, 2), (167, 2), (169, 2), (180, 1), (181, 1), (182, 1), (185, 1), (190, 1), (204, 1), (205, 3), (206, 1), (210, 1), (212, 1), (215, 1), (216, 1), (225, 1), (235, 1), (241, 1), (245, 1), (246, 1), (248, 3), (249, 2)]"
avançada,"[(1, 1), (101, 1), (217, 1)]"
ministro,"[(1, 1), (3, 1), (18, 2), (19, 6), (23, 1), (25, 1), (26, 2), (27, 1), (36, 1), (37, 2), (42, 2), (59, 1), (63, 5), (65, 1), (69, 1), (82, 1), (84, 1), (95, 2), (100, 1), (104, 1), (105, 2), (107, 1), (115, 4), (124, 2), (140, 1), (149, 1), (151, 3), (156, 1), (166, 1), (173, 1), (174, 1), (204, 2), (205, 2), (209, 7), (213, 5), (215, 7), (218, 1), (220, 2), (221, 4), (222, 11), (225, 5), (231, 3), (233, 5), (235, 2), (236, 2), (240, 9), (246, 1), (247, 1)]"
stf,"[(1, 1), (47, 1)]"
supremo,"[(1, 1), (7, 1), (16, 1), (88, 1), (106, 1), (162, 1), (219, 1), (229, 1)]"
tribunal,"[(1, 1), (29, 1), (39, 1), (47, 2), (52, 1), (63, 1), (76, 1), (88, 1), (103, 1), (104, 3), (106, 1), (119, 1), (131, 2), (162, 1), (169, 1), (191, 1), (202, 2), (206, 3), (207, 2), (217, 1), (219, 2), (220, 2), (223, 1), (224, 1), (229, 1), (241, 2), (249, 1)]"
gilmar,"[(1, 1)]"
mendes,"[(1, 2), (168, 1), (243, 3)]"
negou,"[(1, 1), (9, 1), (73, 1), (79, 2), (103, 1), (207, 1), (213, 1), (230, 1)]"
dar,"[(1, 1), (6, 1), (7, 1), (13, 1), (14, 1), (17, 1), (19, 1), (30, 1), (31, 1), (34, 1), (37, 2), (47, 1), (63, 2), (68, 1), (69, 2), (73, 1), (82, 1), (86, 1), (87, 1), (93, 1), (95, 1), (99, 1), (102, 1), (107, 1), (118, 1), (121, 1), (122, 1), (129, 1), (133, 1), (136, 1), (145, 1), (149, 1), (150, 1), (152, 1), (154, 1), (157, 1), (158, 2), (163, 1), (166, 2), (170, 1), (173, 1), (175, 1), (183, 1), (184, 2), (188, 1), (189, 1), (193, 1), (196, 1), (200, 1), (204, 1), (205, 1), (212, 1), (213, 1), (214, 1), (217, 1), (220, 1), (221, 1), (225, 1), (226, 1), (230, 1), (237, 1), (238, 1), (239, 1), (240, 1), (248, 3), (249, 1)]"
seguimento,"[(1, 1), (221, 1)]"
mandado,"[(1, 1), (33, 1), (47, 1), (224, 1)]"
segurança,"[(1, 1), (7, 1), (8, 1), (9, 1), (12, 3), (19, 1), (22, 1), (23, 1), (26, 2), (36, 1), (40, 1), (41, 1), (42, 2), (61, 1), (63, 2), (64, 1), (65, 4), (66, 1), (69, 2), (76, 2), (77, 2), (86, 1), (87, 1), (91, 2), (96, 1), (99, 1), (105, 2), (111, 2), (115, 1), (131, 1), (134, 3), (143, 2), (150, 2), (151, 3), (153, 2), (155, 1), (166, 1), (173, 1), (174, 1), (179, 2), (214, 1), (225, 1), (235, 1), (239, 6), (246, 1), (247, 2), (249, 1)]"
apresentado,"[(1, 1), (22, 1), (28, 1), (75, 1), (90, 2), (91, 1), (96, 1), (153, 1), (166, 1), (170, 1), (187, 1), (210, 1), (217, 1), (219, 1), (225, 1), (228, 1)]"
parentes,"[(1, 1), (6, 1), (7, 1), (39, 2), (102, 2), (114, 2), (128, 1), (169, 1), (186, 1), (208, 1), (249, 1)]"
vítimas,"[(1, 1), (3, 1), (5, 1), (6, 1), (29, 3), (40, 3), (52, 5), (59, 1), (63, 1), (73, 2), (76, 3), (80, 2), (93, 1), (95, 4), (97, 1), (114, 2), (128, 2), (146, 1), (159, 1), (166, 1), (169, 3), (172, 1), (179, 1), (180, 1), (185, 1), (195, 1), (223, 1), (224, 1), (230, 3), (238, 6), (241, 1), (244, 1), (245, 1)]"
instituto,"[(1, 1), (6, 1), (10, 1), (19, 1), (84, 1), (96, 1), (108, 1), (127, 1), (129, 1), (130, 1), (160, 1), (168, 1), (181, 1), (202, 1), (221, 1), (223, 1), (226, 1), (233, 1), (236, 2), (239, 2)]"
suspender,"[(1, 1), (143, 1)]"
atos,"[(1, 1), (9, 1), (29, 1), (31, 1), (88, 1), (92, 1), (117, 1), (151, 2), (164, 1), (169, 1), (172, 1), (175, 2), (214, 1), (216, 1), (238, 1), (247, 1)]"
comemoração,"[(1, 1), (41, 1), (166, 1), (223, 1)]"
1964.,"[(1, 1), (25, 2), (208, 1), (218, 1)]"
entrou,"[(1, 1), (2, 1), (37, 1), (47, 1), (65, 1), (69, 1), (86, 1), (98, 1), (103, 1), (110, 1), (112, 1), (115, 1), (119, 1), (143, 2), (151, 2), (172, 1), (197, 1), (205, 1), (249, 2)]"
mérito,"[(1, 1), (110, 1), (130, 2), (193, 1), (225, 1)]"
questão,"[(1, 2), (3, 3), (10, 1), (11, 3), (25, 4), (37, 2), (41, 1), (63, 1), (70, 1), (108, 1), (119, 1), (125, 1), (133, 2), (135, 1), (138, 1), (152, 1), (154, 1), (166, 2), (167, 1), (173, 1), (175, 1), (179, 1), (197, 1), (206, 1), (208, 1), (216, 2), (221, 6), (223, 1), (225, 1), (230, 1), (242, 1), (248, 3)]"
afirmando,"[(1, 1), (2, 2), (3, 1), (19, 1), (77, 1), (92, 1), (205, 1), (208, 1), (222, 1), (229, 1)]"
instrumento,"[(1, 1), (19, 1), (146, 1), (152, 1), (203, 1)]"
aplicava,"[(1, 1), (14, 1)]"
